id,hash,disasternumber,state,incidenttype,declarationdate,incidentbegindate,incidentenddate,declarationtype,lastrefresh,declaration_year,declaration_month,declaration_quarter,declaration_month_sin,declaration_month_cos,declaration_quarter_sin,declaration_quarter_cos,incident_duration_days,days_to_declaration,region,state_disaster_frequency,wind_speed,flood_severity,rainfall_intensity,incident_severity_score,is_fire,is_severe_storm,is_flood,is_hurricane,is_tornado,is_snowstorm,is_biological,is_severe_ice_storm,is_typhoon,is_drought,severity_x_duration,severity_x_frequency,duration_x_days_to_declaration,total_obligated_amount,project_count,avg_project_cost,max_project_cost,log_total_obligated_amount,region_encoded
7a8b5587-abcc-464b-8950-120a0a577ea3,5adf10283a0f81b593546a9cb4de136e17a458c4,1265,MS,Severe Ice Storm,1999-01-25 00:00:00+00:00,1998-12-23 00:00:00+00:00,1998-12-26 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,1999,1,1,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,3.0,33.0,South,38,0,0,0,0.3,0,0,0,0,0,0,0,1,0,0,0.8999999999999999,11.4,99.0,6677096.48,175.0,38154.83702857143,569632.91,15.71419394210441,3
e177611b-e81c-40a4-9006-5457036ade60,6986ca8d07e58c6eec5569de4b1d807bab8c6059,3137,MI,Snowstorm,1999-01-27 00:00:00+00:00,1999-01-02 00:00:00+00:00,1999-01-15 00:00:00+00:00,EM,2024-08-27T18:22:14.800Z,1999,1,1,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,13.0,25.0,Midwest,24,0,0,0,0.15,0,0,0,0,0,1,0,0,0,0,1.95,3.5999999999999996,325.0,8645443.19,529.0,16342.992797731567,628229.25,15.972543056924733,0
163b27b9-2140-4dc4-b82b-a5652d5dec71,da133c3e7593f4b4ec3454f45a8d74ea59a05663,1268,WY,Severe Ice Storm,1999-02-17 00:00:00+00:00,1998-10-05 00:00:00+00:00,1998-10-09 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,1999,2,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,4.0,135.0,West,6,0,0,0,0.3,0,0,0,0,0,0,0,1,0,0,1.2,1.7999999999999998,540.0,683362.9400000001,9.0,75929.21555555557,467725.45,13.43478285168733,4
b18c959d-e4b4-4bd0-80ad-26c3ffd9fec1,caa49b6cd2f4e878788a63dd3275d48dc905d008,3138,NY,Snowstorm,1999-03-10 00:00:00+00:00,1999-03-03 00:00:00+00:00,1999-03-06 00:00:00+00:00,EM,2024-08-27T18:22:14.800Z,1999,3,1,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,3.0,7.0,Northeast,46,0,0,0,0.15,0,0,0,0,0,1,0,0,0,0,0.44999999999999996,6.8999999999999995,21.0,2951546.84,230.0,12832.812347826086,390722.17,14.897840282238958,1
d8efcaeb-c258-4dfa-9cf6-82ca8900db39,79c1c34a4fbcff4d5fd684b98faf716fdc55d9ea,1269,LA,Severe Storm,1999-04-09 00:00:00+00:00,1999-04-03 00:00:00+00:00,1999-04-07 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,1999,4,2,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,4.0,6.0,South,43,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,1.2,12.9,24.0,1659035.03,101.0,16426.089405940595,253634.98,14.321747286839102,3
90b7178d-1730-4653-8ea0-f6350747a5bb,87cc31e83c10f0e31164a6abc480e850954dd2a7,1271,GA,Severe Storm,1999-04-20 00:00:00+00:00,1999-04-15 00:00:00+00:00,1999-04-15 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,1999,4,2,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0.0,5.0,South,30,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,0.0,9.0,0.0,1800849.31,37.0,48671.60297297298,594521.75,14.403769505767709,3
ce6d0f0b-d277-4e80-aad8-21c38f54c44e,972b1631408cd20d423d225f3fb209bb92fc3b71,3139,FL,Fire,1999-04-27 00:00:00+00:00,1999-04-15 00:00:00+00:00,1999-05-25 00:00:00+00:00,EM,2024-08-27T18:22:14.800Z,1999,4,2,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,40.0,12.0,South,73,0,0,0,0.3,1,0,0,0,0,0,0,0,0,0,12.0,21.9,480.0,1012733.25,10.0,101273.325,767339.25,13.828164409228382,3
3ef35844-421b-4085-a375-fe9af0edae4c,f16369ab501fd76f89163189b96288fb8868cb60,1272,OK,Tornado,1999-05-04 00:00:00+00:00,1999-05-03 00:00:00+00:00,1999-05-04 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,1999,5,2,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,1.0,1.0,South,51,0,0,0,0.44999999999999996,0,0,0,0,1,0,0,0,0,0,0.44999999999999996,22.95,1.0,39757834.0,371.0,107163.9730458221,7414681.23,17.498317486559838,3
8b2770e8-a25e-4006-b282-979879c4ce0a,2c73b63ab2adbb57ff1186ac78845ec53603a5e1,1273,KS,Tornado,1999-05-04 00:00:00+00:00,1999-05-03 00:00:00+00:00,1999-05-06 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,1999,5,2,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,3.0,1.0,Midwest,22,0,0,0,0.44999999999999996,0,0,0,0,1,0,0,0,0,0,1.3499999999999999,9.899999999999999,3.0,3033944.15,72.0,42138.11319444444,388914.48,14.9253743602829,0
5ad04171-a8bb-486f-8d51-fbb3e3c7185b,60abf7a09cb0f674b2a85cfd9e3a6b95260650c2,1274,TX,Tornado,1999-05-06 00:00:00+00:00,1999-05-04 00:00:00+00:00,1999-05-04 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,1999,5,2,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,0.0,2.0,South,159,0,0,0,0.44999999999999996,0,0,0,0,1,0,0,0,0,0,0.0,71.55,0.0,1588108.85,35.0,45374.53857142857,496509.75,14.278055093459706,3
f2710502-8485-468f-8b8d-9e5523dbfe90,6afe5aad05d571f44ff1e72b5f539388ae808064,1275,TN,Severe Storm,1999-05-12 00:00:00+00:00,1999-05-05 00:00:00+00:00,1999-05-19 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,1999,5,2,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,14.0,7.0,South,30,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,4.2,9.0,98.0,5113084.65,127.0,40260.50905511811,1104426.86,15.447313625339786,3
ca7ee5c3-7378-46e6-ba62-d9017481a3c0,9360349367bba6c13a4f8f8b5a36ab631c44c65d,1276,CO,Severe Storm,1999-05-17 00:00:00+00:00,1999-04-29 00:00:00+00:00,1999-05-19 00:00:00+00:00,DR,2026-07-20T21:43:12.371Z,1999,5,2,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,20.0,18.0,West,21,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,6.0,6.3,360.0,5047597.55,304.0,16603.939309210527,490987.5,15.434423153495617,4
0bbb97ae-d1ca-4a5f-b969-6b6310eba5ef,f3c3952aadc5ac5f753803ddda031b70ae27c72b,1277,IA,Severe Storm,1999-05-21 00:00:00+00:00,1999-05-16 00:00:00+00:00,1999-05-29 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,1999,5,2,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,13.0,5.0,Midwest,31,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,3.9,9.299999999999999,65.0,8203650.4,497.0,16506.33883299799,265265.55,15.920089905804044,0
585c966c-fc18-4c03-891b-3a1730fcd66a,4eee682d7bd54d8c8fa2b14ee41c387ed01eddf2,1278,IL,Severe Storm,1999-05-28 00:00:00+00:00,1999-05-16 00:00:00+00:00,1999-05-17 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,1999,5,2,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,1.0,12.0,Midwest,36,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,0.3,10.799999999999999,12.0,477708.63,53.0,9013.370377358491,127414.27,13.076758358270528,0
210bec08-d4f6-4bb3-a151-80fbb32e109d,0d905a7080ff40c5f837f5e09e04a39448b93f8e,1279,ND,Flood,1999-06-08 00:00:00+00:00,1999-03-01 00:00:00+00:00,1999-07-19 00:00:00+00:00,DR,2026-07-20T21:43:12.371Z,1999,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,140.0,99.0,Midwest,26,0,0,0,0.44999999999999996,0,0,1,0,0,0,0,0,0,0,62.99999999999999,11.7,13860.0,47132308.39,1993.0,23648.925434019067,3116201.4,17.66846929812379,0
8db2a717-2256-4da0-b7ae-e35ef999a929,00f4d2c089316036f070c2ae05980266b9536ece,1280,SD,Tornado,1999-06-09 00:00:00+00:00,1999-06-04 00:00:00+00:00,1999-06-18 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,1999,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,14.0,5.0,Midwest,28,0,0,0,0.44999999999999996,0,0,0,0,1,0,0,0,0,0,6.299999999999999,12.599999999999998,70.0,760273.1900000001,33.0,23038.581515151516,127943.21,13.541434423514177,0
7205d67f-d219-4753-9ece-092a0d9624da,722889c1a193c42cd194c65ee43be0f49efcb984,1281,NV,Severe Storm,1999-07-20 00:00:00+00:00,1999-07-08 00:00:00+00:00,1999-07-16 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,1999,7,3,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,8.0,12.0,West,23,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,2.4,6.8999999999999995,96.0,4656181.4,157.0,29657.206369426753,327846.75,15.353706442883812,4
12525dfa-0eac-40cb-bdbf-903723df3a9d,6cbe8acd051a670a6c1b43dfa25f9985e71692aa,1282,IA,Severe Storm,1999-07-22 00:00:00+00:00,1999-07-02 00:00:00+00:00,1999-08-10 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,1999,7,3,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,39.0,20.0,Midwest,32,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,11.7,9.6,780.0,10559363.68,829.0,12737.471266586248,714087.99,16.172523671553744,0
78c4d45d-c3ad-42c2-a608-7ea9affe3d64,c3443fa26c4a8989538d956a2620c0c27653d452,1283,MN,Severe Storm,1999-07-28 00:00:00+00:00,1999-07-04 00:00:00+00:00,1999-08-02 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,1999,7,3,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,29.0,24.0,Midwest,39,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,8.7,11.7,696.0,11336227.12,486.0,23325.570205761316,686775.75,16.243514183650532,0
b3e09e06-fe3f-43bc-9a5c-cde3ba53de7d,afc0e1edb4e8cd0f67bdb2ef2c6367df54ee0d95,1284,WI,Flood,1999-08-16 00:00:00+00:00,1999-07-04 00:00:00+00:00,1999-07-31 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,1999,8,3,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,27.0,43.0,Midwest,29,0,0,0,0.44999999999999996,0,0,1,0,0,0,0,0,0,0,12.149999999999999,13.049999999999999,1161.0,3897306.47,301.0,12947.862026578074,192373.85,15.175796480361667,0
f1bd8349-6a03-4057-b1e2-2986100c4eae,9d09aa51f969800bd386747d24a8118461970cf7,1285,UT,Tornado,1999-08-16 00:00:00+00:00,1999-08-11 00:00:00+00:00,1999-08-11 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,1999,8,3,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,0.0,5.0,West,7,0,0,0,0.44999999999999996,0,0,0,0,1,0,0,0,0,0,0.0,3.1499999999999995,0.0,492108.72,16.0,30756.795,153098.24,13.10645697874191,4
406f7450-6fe0-4385-9dc3-1ba128c2ea88,c9c6971cf7df0f02dcb39b8ffb2c1c07a8c9cb33,1286,NE,Severe Storm,1999-08-20 00:00:00+00:00,1999-08-06 00:00:00+00:00,1999-08-09 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,1999,8,3,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,3.0,14.0,Midwest,25,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,0.8999999999999999,7.5,42.0,1990333.52,56.0,35541.67,465422.16,14.503813283075882,0
ca253828-fe36-430f-bb15-3de403d53b49,6528faa7234df4d0a1ba1edc9715da1de191d448,1287,TX,Hurricane,1999-08-22 00:00:00+00:00,1999-08-21 00:00:00+00:00,1999-08-26 00:00:00+00:00,DR,2026-07-20T21:43:12.371Z,1999,8,3,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,5.0,1.0,South,161,0,0,0,0.6,0,0,0,1,0,0,0,0,0,0,3.0,96.6,5.0,3533420.08,260.0,13590.077230769231,195426.27,15.077777104068092,3
1a988999-fdc0-48d7-b0c7-e82e25c13c34,36286ab20a5df1681124dca62722a9747842d91d,1288,MN,Severe Ice Storm,1999-08-26 00:00:00+00:00,1999-03-01 00:00:00+00:00,1999-05-30 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,1999,8,3,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,90.0,178.0,Midwest,40,0,0,0,0.3,0,0,0,0,0,0,0,1,0,0,27.0,12.0,16020.0,7559648.6,235.0,32168.71744680851,763855.77,15.838335397875209,0
3112d811-df5f-4e80-9edb-e8921878a880,3994e5f3175968666f610c7461cf87f124fb04b9,1289,PA,Severe Storm,1999-09-01 00:00:00+00:00,1999-08-20 00:00:00+00:00,1999-08-21 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,1999,9,3,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,1.0,12.0,Northeast,33,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,0.3,9.9,12.0,745575.53,77.0,9682.799090909091,92958.75,13.521913063853784,1
abf744cc-a8e9-49a4-8712-ef06303cd572,89602c22b40eea8f4deedec168ee9f70780466d3,3140,CA,Fire,1999-09-01 00:00:00+00:00,1999-08-24 00:00:00+00:00,1999-11-29 00:00:00+00:00,EM,2024-08-27T18:22:14.800Z,1999,9,3,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,97.0,8.0,West,72,0,0,0,0.3,1,0,0,0,0,0,0,0,0,0,29.099999999999998,21.599999999999998,776.0,50508112.0,93.0,543097.9784946237,11118688.5,17.737644534807547,4
a9bc1b7b-9665-47e5-a96e-5c7a1ef87dcf,12bf941d79bb839b1c1df926a42572105bf781ce,3141,NC,Hurricane,1999-09-01 00:00:00+00:00,1999-08-29 00:00:00+00:00,1999-09-11 00:00:00+00:00,EM,2024-08-27T18:22:14.800Z,1999,9,3,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,13.0,3.0,South,30,0,0,0,0.6,0,0,0,1,0,0,0,0,0,0,7.8,18.0,39.0,3322083.95,118.0,28153.253813559324,825876.0,15.016103140773032,3
50bce801-57df-4843-b987-b0883c67dfd4,7c0f405133baa1048081f88821ef9d18b052814b,3142,TX,Fire,1999-09-01 00:00:00+00:00,1999-08-01 00:00:00+00:00,1999-12-10 00:00:00+00:00,EM,2024-08-27T18:22:14.800Z,1999,9,3,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,131.0,31.0,South,167,0,0,0,0.3,1,0,0,0,0,0,0,0,0,0,39.3,50.1,4061.0,6074829.75,1.0,6074829.75,6074829.75,15.619664686720482,3
9993acf4-4086-4dc8-8425-28d0a75fb213,5084f02a5d4089d08cd220a927c23fe65f4948d9,3143,FL,Hurricane,1999-09-14 00:00:00+00:00,1999-09-14 00:00:00+00:00,1999-09-16 00:00:00+00:00,EM,2024-08-27T18:22:14.800Z,1999,9,3,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,2.0,0.0,South,75,0,0,0,0.6,0,0,0,1,0,0,0,0,0,0,1.2,45.0,0.0,3523720.0100000002,120.0,29364.33341666667,407687.84,15.075028094345756,3
081abde1-fa2f-4261-b223-acb7493b45c4,75c8b42753aeaba45ec02ed9bedf4b1ba486950c,3144,GA,Hurricane,1999-09-14 00:00:00+00:00,1999-09-14 00:00:00+00:00,1999-09-17 00:00:00+00:00,EM,2024-08-27T18:22:14.800Z,1999,9,3,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,3.0,0.0,South,31,0,0,0,0.6,0,0,0,1,0,0,0,0,0,0,1.7999999999999998,18.599999999999998,0.0,3594018.66,110.0,32672.896909090912,427537.42,15.094781816538838,3
7e8549f1-d074-42cc-a77e-345d247e15fe,b0a078cd23cc7aa4a8235c70d9fffdb1221d888f,1292,NC,Hurricane,1999-09-16 00:00:00+00:00,1999-09-15 00:00:00+00:00,1999-11-02 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,1999,9,3,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,48.0,1.0,South,33,0,0,0,0.6,0,0,0,1,0,0,0,0,0,0,28.799999999999997,19.8,48.0,298922233.24,3757.0,79564.07592227841,32366740.01,19.515694011372844,3
9c4fd615-e04d-4039-bd2a-aa3fa3d2a90b,e2fc2c01cf03aef6f7d62f8c84384152f3f9d3d2,3148,NJ,Hurricane,1999-09-17 00:00:00+00:00,1999-09-16 00:00:00+00:00,1999-09-18 00:00:00+00:00,EM,2024-08-27T18:22:14.800Z,1999,9,3,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,2.0,1.0,Northeast,20,0,0,0,0.6,0,0,0,1,0,0,0,0,0,0,1.2,12.0,2.0,1936383.16,34.0,56952.44588235294,203362.5,14.476332956886147,1
a6258d02-b9ce-43f0-a828-f70ab773a2e2,deeb4978a5a675ef4cf25d4ccb8f02a282fd59a0,1293,VA,Hurricane,1999-09-18 00:00:00+00:00,1999-09-13 00:00:00+00:00,1999-09-26 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,1999,9,3,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,13.0,5.0,South,29,0,0,0,0.6,0,0,0,1,0,0,0,0,0,0,7.8,17.4,65.0,19329889.74,956.0,20219.54993723849,470926.27,16.777163198814684,3
712d4d5e-5d00-46f8-aee2-ef6376d73ff1,de8e9c8595627a3a7b1e41b3e64f49931ba6103f,1294,PA,Hurricane,1999-09-18 00:00:00+00:00,1999-09-16 00:00:00+00:00,1999-09-29 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,1999,9,3,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,13.0,2.0,Northeast,34,0,0,0,0.6,0,0,0,1,0,0,0,0,0,0,7.8,20.4,26.0,10693544.86,840.0,12730.410547619047,505441.49,16.18515092678526,1
810438a5-6787-4a03-a9a1-086dcbf11388,bd22f3683118ddb9ffd2be86a0a5d6ac0bdfcbf8,1295,NJ,Hurricane,1999-09-18 00:00:00+00:00,1999-09-16 00:00:00+00:00,1999-09-18 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,1999,9,3,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,2.0,2.0,Northeast,21,0,0,0,0.6,0,0,0,1,0,0,0,0,0,0,1.2,12.6,4.0,39290938.9,1494.0,26299.155890227576,3326776.62,17.4865045133661,1
ab897c80-ecca-4884-9a51-409c35ac7bd7,3b2683f84564f54958a5a704d5d297f3f1006f22,1296,NY,Hurricane,1999-09-19 00:00:00+00:00,1999-09-16 00:00:00+00:00,1999-09-18 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,1999,9,3,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,2.0,3.0,Northeast,49,0,0,0,0.6,0,0,0,1,0,0,0,0,0,0,1.2,29.4,6.0,40014652.64,1423.0,28119.92455375966,1766911.34,17.50475628599173,1
65d22dbb-3cbd-4807-8e43-e11dfc22915d,c2b5280a509f50b914ed26ed5dbce7cea2bf63f6,1297,DE,Hurricane,1999-09-21 00:00:00+00:00,1999-09-15 00:00:00+00:00,1999-09-17 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,1999,9,3,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,2.0,6.0,South,8,0,0,0,0.6,0,0,0,1,0,0,0,0,0,0,1.2,4.8,12.0,3256197.5,134.0,24299.981343283584,394216.36,14.996070968619781,3
be8d99a2-45de-4188-ba89-c906c68c8d00,77d426e095f4296e2934cadc9ed32ae69989085d,1299,SC,Hurricane,1999-09-21 00:00:00+00:00,1999-09-14 00:00:00+00:00,1999-09-30 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,1999,9,3,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,16.0,7.0,South,9,0,0,0,0.6,0,0,0,1,0,0,0,0,0,0,9.6,5.3999999999999995,112.0,20324098.61,461.0,44086.98180043384,1468333.6,16.827317912785894,3
